type,timestamp,power
idle256_r5_simpleCUFFT_hybrid,1648087587369130980,34233
idle256_r5_simpleCUFFT_hybrid,1648087588191441700,60893
idle256_r5_simpleCUFFT_hybrid,1648087592704741942,148759
idle256_r5_simpleCUFFT_hybrid,1648087592706202666,148759
