timestep, temperature_gpu, type, power_draw_w, power_limit_w, g_clock_freq_mhz, mem_clock_freq_mhz, sm_clock_freq_mhz
1343, 38, shfl_bs, 114, 350,1695,9501,1695
1344, 38, shfl_bs, 114, 350,1695,9501,1695
1345, 38, shfl_bs, 114, 350,1695,9501,1695
1346, 38, shfl_bs, 114, 350,1695,9501,1695
1347, 38, shfl_bs, 114, 350,1695,9501,1695
1348, 38, shfl_bs, 114, 350,1695,9501,1695
1349, 38, shfl_bs, 114, 350,1695,9501,1695
1350, 38, shfl_bs, 114, 350,1695,9501,1695
1351, 38, shfl_bs, 114, 350,1695,9501,1695
1352, 38, shfl_bs, 114, 350,1695,9501,1695
1353, 38, shfl_bs, 114, 350,1695,9501,1695
1354, 38, shfl_bs, 114, 350,1695,9501,1695
1355, 38, shfl_bs, 114, 350,1695,9501,1695
1356, 38, shfl_bs, 114, 350,1695,9501,1695
1357, 38, shfl_bs, 114, 350,1695,9501,1695
1358, 38, shfl_bs, 114, 350,1695,9501,1695
1359, 38, shfl_bs, 114, 350,1695,9501,1695
1360, 38, shfl_bs, 114, 350,1695,9501,1695
1361, 38, shfl_bs, 114, 350,1695,9501,1695
1362, 38, shfl_bs, 114, 350,1695,9501,1695
1363, 38, shfl_bs, 114, 350,1695,9501,1695
1364, 38, shfl_bs, 114, 350,1695,9501,1695
1365, 38, shfl_bs, 114, 350,1695,9501,1695
1366, 38, shfl_bs, 114, 350,1695,9501,1695
1367, 38, shfl_bs, 114, 350,1695,9501,1695
1368, 38, shfl_bs, 114, 350,1695,9501,1695
1369, 38, shfl_bs, 114, 350,1695,9501,1695
1370, 38, shfl_bs, 114, 350,1695,9501,1695
1371, 37, shfl_bs, 114, 350,1695,9501,1695
1372, 37, shfl_bs, 114, 350,1695,9501,1695
1373, 37, shfl_bs, 114, 350,1695,9501,1695
1374, 37, shfl_bs, 114, 350,1695,9501,1695
1375, 37, shfl_bs, 114, 350,1695,9501,1695
1376, 37, shfl_bs, 114, 350,1695,9501,1695
1377, 37, shfl_bs, 114, 350,1695,9501,1695
1378, 37, shfl_bs, 114, 350,1695,9501,1695
1379, 37, shfl_bs, 114, 350,1695,9501,1695
1380, 37, shfl_bs, 114, 350,1695,9501,1695
1381, 38, shfl_bs, 114, 350,1695,9501,1695
1382, 38, shfl_bs, 114, 350,1695,9501,1695
1383, 38, shfl_bs, 114, 350,1695,9501,1695
1384, 38, shfl_bs, 114, 350,1695,9501,1695
1385, 38, shfl_bs, 114, 350,1695,9501,1695
1386, 38, shfl_bs, 114, 350,1695,9501,1695
1387, 38, shfl_bs, 114, 350,1695,9501,1695
1388, 38, shfl_bs, 114, 350,1695,9501,1695
1389, 38, shfl_bs, 114, 350,1695,9501,1695
1390, 38, shfl_bs, 114, 350,1695,9501,1695
1391, 38, shfl_bs, 114, 350,1695,9501,1695
1392, 38, shfl_bs, 114, 350,1695,9501,1695
1393, 38, shfl_bs, 114, 350,1695,9501,1695
1394, 38, shfl_bs, 114, 350,1695,9501,1695
1395, 38, shfl_bs, 114, 350,1695,9501,1695
1396, 38, shfl_bs, 114, 350,1695,9501,1695
1397, 38, shfl_bs, 114, 350,1695,9501,1695
1398, 38, shfl_bs, 114, 350,1695,9501,1695
1399, 38, shfl_bs, 114, 350,1695,9501,1695
1400, 38, shfl_bs, 114, 350,1695,9501,1695
1401, 38, shfl_bs, 114, 350,1695,9501,1695
1402, 38, shfl_bs, 114, 350,1695,9501,1695
1403, 38, shfl_bs, 114, 350,1695,9501,1695
1404, 38, shfl_bs, 114, 350,1695,9501,1695
1405, 38, shfl_bs, 114, 350,1695,9501,1695
1406, 38, shfl_bs, 114, 350,1695,9501,1695
1407, 38, shfl_bs, 114, 350,1695,9501,1695
1408, 38, shfl_bs, 114, 350,1695,9501,1695
1409, 38, shfl_bs, 114, 350,1695,9501,1695
1410, 38, shfl_bs, 114, 350,1695,9501,1695
1411, 38, shfl_bs, 114, 350,1695,9501,1695
1412, 38, shfl_bs, 114, 350,1695,9501,1695
1413, 38, shfl_bs, 114, 350,1695,9501,1695
1414, 38, shfl_bs, 114, 350,1695,9501,1695
1415, 38, shfl_bs, 114, 350,1695,9501,1695
1416, 38, shfl_bs, 114, 350,1695,9501,1695
1417, 38, shfl_bs, 114, 350,1695,9501,1695
1418, 38, shfl_bs, 114, 350,1695,9501,1695
1419, 38, shfl_bs, 114, 350,1695,9501,1695
1420, 38, shfl_bs, 114, 350,1695,9501,1695
1421, 38, shfl_bs, 114, 350,1695,9501,1695
1422, 38, shfl_bs, 114, 350,1695,9501,1695
1423, 38, shfl_bs, 114, 350,1695,9501,1695
1424, 38, shfl_bs, 114, 350,1695,9501,1695
1425, 38, shfl_bs, 114, 350,1695,9501,1695
1426, 38, shfl_bs, 114, 350,1695,9501,1695
1427, 38, shfl_bs, 114, 350,1695,9501,1695
1428, 38, shfl_bs, 114, 350,1695,9501,1695
1429, 38, shfl_bs, 114, 350,1695,9501,1695
1430, 38, shfl_bs, 114, 350,1695,9501,1695
1431, 38, shfl_bs, 114, 350,1695,9501,1695
1432, 38, shfl_bs, 114, 350,1695,9501,1695
1433, 38, shfl_bs, 114, 350,1695,9501,1695
1434, 38, shfl_bs, 114, 350,1695,9501,1695
1435, 38, shfl_bs, 114, 350,1695,9501,1695
1436, 38, shfl_bs, 114, 350,1695,9501,1695
1437, 38, shfl_bs, 114, 350,1695,9501,1695
1438, 38, shfl_bs, 114, 350,1695,9501,1695
1439, 38, shfl_bs, 114, 350,1695,9501,1695
1440, 38, shfl_bs, 114, 350,1695,9501,1695
1441, 38, shfl_bs, 114, 350,1695,9501,1695
1442, 38, shfl_bs, 114, 350,1695,9501,1695
1443, 38, shfl_bs, 114, 350,1695,9501,1695
1444, 38, shfl_bs, 114, 350,1695,9501,1695
1445, 38, shfl_bs, 114, 350,1695,9501,1695
1446, 38, shfl_bs, 114, 350,1695,9501,1695
1447, 38, shfl_bs, 114, 350,1695,9501,1695
1448, 38, shfl_bs, 114, 350,1695,9501,1695
1449, 38, shfl_bs, 114, 350,1695,9501,1695
1450, 38, shfl_bs, 114, 350,1695,9501,1695
1451, 38, shfl_bs, 114, 350,1695,9501,1695
1452, 38, shfl_bs, 114, 350,1695,9501,1695
1453, 38, shfl_bs, 114, 350,1695,9501,1695
1454, 38, shfl_bs, 114, 350,1695,9501,1695
1455, 38, shfl_bs, 114, 350,1695,9501,1695
1456, 38, shfl_bs, 114, 350,1695,9501,1695
1457, 38, shfl_bs, 114, 350,1695,9501,1695
1458, 38, shfl_bs, 114, 350,1695,9501,1695
1459, 38, shfl_bs, 114, 350,1695,9501,1695
1460, 38, shfl_bs, 114, 350,1695,9501,1695
1461, 38, shfl_bs, 114, 350,1695,9501,1695
1462, 38, shfl_bs, 114, 350,1695,9501,1695
1463, 38, shfl_bs, 114, 350,1695,9501,1695
1464, 38, shfl_bs, 114, 350,1695,9501,1695
1465, 38, shfl_bs, 114, 350,1695,9501,1695
1466, 38, shfl_bs, 114, 350,1695,9501,1695
1467, 38, shfl_bs, 114, 350,1695,9501,1695
1468, 38, shfl_bs, 114, 350,1695,9501,1695
1469, 38, shfl_bs, 114, 350,1695,9501,1695
1470, 38, shfl_bs, 114, 350,1695,9501,1695
1471, 38, shfl_bs, 114, 350,1695,9501,1695
1472, 38, shfl_bs, 114, 350,1695,9501,1695
1473, 38, shfl_bs, 114, 350,1695,9501,1695
1474, 38, shfl_bs, 114, 350,1695,9501,1695
1475, 38, shfl_bs, 114, 350,1695,9501,1695
1476, 38, shfl_bs, 114, 350,1695,9501,1695
1477, 38, shfl_bs, 114, 350,1695,9501,1695
1478, 38, shfl_bs, 114, 350,1695,9501,1695
1479, 38, shfl_bs, 114, 350,1695,9501,1695
1480, 38, shfl_bs, 114, 350,1695,9501,1695
1481, 38, shfl_bs, 114, 350,1695,9501,1695
1482, 38, shfl_bs, 114, 350,1695,9501,1695
1483, 38, shfl_bs, 114, 350,1695,9501,1695
1484, 38, shfl_bs, 114, 350,1695,9501,1695
1485, 38, shfl_bs, 114, 350,1695,9501,1695
1486, 38, shfl_bs, 114, 350,1695,9501,1695
1487, 38, shfl_bs, 114, 350,1695,9501,1695
1488, 38, shfl_bs, 114, 350,1695,9501,1695
1489, 38, shfl_bs, 114, 350,1695,9501,1695
1490, 38, shfl_bs, 114, 350,1695,9501,1695
1491, 38, shfl_bs, 114, 350,1695,9501,1695
1492, 38, shfl_bs, 114, 350,1695,9501,1695
1493, 38, shfl_bs, 114, 350,1695,9501,1695
1494, 38, shfl_bs, 114, 350,1695,9501,1695
1495, 38, shfl_bs, 114, 350,1695,9501,1695
1496, 38, shfl_bs, 114, 350,1695,9501,1695
1497, 38, shfl_bs, 114, 350,1695,9501,1695
1498, 38, shfl_bs, 114, 350,1695,9501,1695
1499, 38, shfl_bs, 114, 350,1695,9501,1695
1500, 38, shfl_bs, 114, 350,1695,9501,1695
1501, 38, shfl_bs, 114, 350,1695,9501,1695
1502, 38, shfl_bs, 114, 350,1695,9501,1695
1503, 38, shfl_bs, 114, 350,1695,9501,1695
1504, 38, shfl_bs, 114, 350,1695,9501,1695
1505, 38, shfl_bs, 114, 350,1695,9501,1695
1506, 38, shfl_bs, 114, 350,1695,9501,1695
1507, 38, shfl_bs, 114, 350,1695,9501,1695
1508, 38, shfl_bs, 114, 350,1695,9501,1695
1509, 38, shfl_bs, 114, 350,1695,9501,1695
1510, 38, shfl_bs, 114, 350,1695,9501,1695
1511, 38, shfl_bs, 114, 350,1695,9501,1695
1512, 38, shfl_bs, 114, 350,1695,9501,1695
1513, 38, shfl_bs, 114, 350,1695,9501,1695
1514, 38, shfl_bs, 114, 350,1695,9501,1695
1515, 38, shfl_bs, 114, 350,1695,9501,1695
1516, 38, shfl_bs, 114, 350,1695,9501,1695
1517, 38, shfl_bs, 114, 350,1695,9501,1695
1518, 38, shfl_bs, 114, 350,1695,9501,1695
1519, 38, shfl_bs, 114, 350,1695,9501,1695
1520, 38, shfl_bs, 114, 350,1695,9501,1695
1521, 38, shfl_bs, 114, 350,1695,9501,1695
1522, 38, shfl_bs, 114, 350,1695,9501,1695
1523, 38, shfl_bs, 114, 350,1695,9501,1695
1524, 38, shfl_bs, 114, 350,1695,9501,1695
1525, 38, shfl_bs, 114, 350,1695,9501,1695
1526, 38, shfl_bs, 114, 350,1695,9501,1695
1527, 38, shfl_bs, 114, 350,1695,9501,1695
1528, 38, shfl_bs, 114, 350,1695,9501,1695
1529, 38, shfl_bs, 114, 350,1695,9501,1695
1530, 38, shfl_bs, 114, 350,1695,9501,1695
1531, 38, shfl_bs, 114, 350,1695,9501,1695
1532, 38, shfl_bs, 114, 350,1695,9501,1695
1533, 38, shfl_bs, 114, 350,1695,9501,1695
1534, 38, shfl_bs, 114, 350,1695,9501,1695
1535, 38, shfl_bs, 114, 350,1695,9501,1695
1536, 38, shfl_bs, 114, 350,1695,9501,1695
1537, 38, shfl_bs, 114, 350,1695,9501,1695
1538, 38, shfl_bs, 114, 350,1695,9501,1695
1539, 38, shfl_bs, 114, 350,1695,9501,1695
1540, 38, shfl_bs, 114, 350,1695,9501,1695
1541, 38, shfl_bs, 114, 350,1695,9501,1695
1542, 38, shfl_bs, 114, 350,1695,9501,1695
1543, 38, shfl_bs, 114, 350,1695,9501,1695
1544, 38, shfl_bs, 114, 350,1695,9501,1695
1545, 38, shfl_bs, 114, 350,1695,9501,1695
1546, 38, shfl_bs, 114, 350,1695,9501,1695
1547, 38, shfl_bs, 114, 350,1695,9501,1695
1548, 38, shfl_bs, 114, 350,1695,9501,1695
1549, 38, shfl_bs, 114, 350,1695,9501,1695
1550, 38, shfl_bs, 114, 350,1695,9501,1695
1551, 38, shfl_bs, 114, 350,1695,9501,1695
1552, 38, shfl_bs, 114, 350,1695,9501,1695
1553, 38, shfl_bs, 114, 350,1695,9501,1695
1554, 38, shfl_bs, 114, 350,1695,9501,1695
1555, 38, shfl_bs, 114, 350,1695,9501,1695
1556, 38, shfl_bs, 114, 350,1695,9501,1695
1557, 38, shfl_bs, 114, 350,1695,9501,1695
1558, 38, shfl_bs, 114, 350,1695,9501,1695
1559, 38, shfl_bs, 114, 350,1695,9501,1695
1560, 38, shfl_bs, 114, 350,1695,9501,1695
1561, 38, shfl_bs, 114, 350,1695,9501,1695
1562, 38, shfl_bs, 114, 350,1695,9501,1695
1563, 38, shfl_bs, 114, 350,1695,9501,1695
1564, 38, shfl_bs, 114, 350,1695,9501,1695
1565, 38, shfl_bs, 114, 350,1695,9501,1695
1566, 38, shfl_bs, 114, 350,1695,9501,1695
1567, 38, shfl_bs, 114, 350,1695,9501,1695
1568, 38, shfl_bs, 114, 350,1695,9501,1695
1569, 38, shfl_bs, 114, 350,1695,9501,1695
1570, 38, shfl_bs, 114, 350,1695,9501,1695
1571, 38, shfl_bs, 114, 350,1695,9501,1695
1572, 38, shfl_bs, 114, 350,1695,9501,1695
1573, 38, shfl_bs, 114, 350,1695,9501,1695
1574, 38, shfl_bs, 114, 350,1695,9501,1695
1575, 38, shfl_bs, 114, 350,1695,9501,1695
1576, 38, shfl_bs, 114, 350,1695,9501,1695
1577, 38, shfl_bs, 114, 350,1695,9501,1695
1578, 38, shfl_bs, 114, 350,1695,9501,1695
1579, 38, shfl_bs, 114, 350,1695,9501,1695
1580, 38, shfl_bs, 114, 350,1695,9501,1695
1581, 38, shfl_bs, 114, 350,1695,9501,1695
1582, 38, shfl_bs, 114, 350,1695,9501,1695
1583, 38, shfl_bs, 114, 350,1695,9501,1695
1584, 38, shfl_bs, 114, 350,1695,9501,1695
1585, 38, shfl_bs, 114, 350,1695,9501,1695
1586, 38, shfl_bs, 115, 350,1695,9501,1695
1587, 38, shfl_bs, 115, 350,1695,9501,1695
1588, 38, shfl_bs, 115, 350,1695,9501,1695
1589, 38, shfl_bs, 115, 350,1695,9501,1695
1590, 38, shfl_bs, 115, 350,1695,9501,1695
1591, 38, shfl_bs, 115, 350,1695,9501,1695
1592, 38, shfl_bs, 115, 350,1695,9501,1695
1593, 38, shfl_bs, 115, 350,1695,9501,1695
1594, 38, shfl_bs, 115, 350,1695,9501,1695
1595, 38, shfl_bs, 115, 350,1695,9501,1695
1596, 38, shfl_bs, 115, 350,1695,9501,1695
1597, 38, shfl_bs, 115, 350,1695,9501,1695
1598, 38, shfl_bs, 115, 350,1695,9501,1695
1599, 38, shfl_bs, 115, 350,1695,9501,1695
1600, 38, shfl_bs, 115, 350,1695,9501,1695
1601, 38, shfl_bs, 115, 350,1695,9501,1695
1602, 38, shfl_bs, 115, 350,1695,9501,1695
1603, 38, shfl_bs, 115, 350,1695,9501,1695
1604, 38, shfl_bs, 115, 350,1695,9501,1695
1605, 38, shfl_bs, 115, 350,1695,9501,1695
1606, 38, shfl_bs, 115, 350,1695,9501,1695
1607, 38, shfl_bs, 115, 350,1695,9501,1695
1608, 38, shfl_bs, 115, 350,1695,9501,1695
1609, 38, shfl_bs, 115, 350,1695,9501,1695
1610, 38, shfl_bs, 115, 350,1695,9501,1695
1611, 38, shfl_bs, 115, 350,1695,9501,1695
1612, 38, shfl_bs, 115, 350,1695,9501,1695
1613, 38, shfl_bs, 115, 350,1695,9501,1695
1614, 38, shfl_bs, 115, 350,1695,9501,1695
1615, 38, shfl_bs, 115, 350,1695,9501,1695
1616, 38, shfl_bs, 115, 350,1695,9501,1695
1617, 38, shfl_bs, 115, 350,1695,9501,1695
1618, 38, shfl_bs, 115, 350,1695,9501,1695
1619, 38, shfl_bs, 115, 350,1695,9501,1695
1620, 38, shfl_bs, 115, 350,1695,9501,1695
1621, 38, shfl_bs, 115, 350,1695,9501,1695
1622, 38, shfl_bs, 115, 350,1695,9501,1695
1623, 38, shfl_bs, 115, 350,1695,9501,1695
1624, 38, shfl_bs, 115, 350,1695,9501,1695
1625, 38, shfl_bs, 115, 350,1695,9501,1695
1626, 38, shfl_bs, 115, 350,1695,9501,1695
1627, 38, shfl_bs, 115, 350,1695,9501,1695
1628, 38, shfl_bs, 115, 350,1695,9501,1695
1629, 38, shfl_bs, 115, 350,1695,9501,1695
1630, 38, shfl_bs, 115, 350,1695,9501,1695
1631, 38, shfl_bs, 115, 350,1695,9501,1695
1632, 38, shfl_bs, 115, 350,1695,9501,1695
1633, 38, shfl_bs, 115, 350,1695,9501,1695
1634, 38, shfl_bs, 115, 350,1695,9501,1695
1635, 38, shfl_bs, 115, 350,1695,9501,1695
1636, 38, shfl_bs, 115, 350,1695,9501,1695
1637, 38, shfl_bs, 115, 350,1695,9501,1695
1638, 38, shfl_bs, 115, 350,1695,9501,1695
1639, 38, shfl_bs, 115, 350,1695,9501,1695
1640, 38, shfl_bs, 115, 350,1695,9501,1695
1641, 38, shfl_bs, 115, 350,1695,9501,1695
1642, 38, shfl_bs, 115, 350,1695,9501,1695
1643, 38, shfl_bs, 115, 350,1695,9501,1695
1644, 38, shfl_bs, 115, 350,1695,9501,1695
1645, 38, shfl_bs, 115, 350,1695,9501,1695
1646, 38, shfl_bs, 115, 350,1695,9501,1695
1647, 38, shfl_bs, 115, 350,1695,9501,1695
1648, 38, shfl_bs, 115, 350,1695,9501,1695
1649, 38, shfl_bs, 115, 350,1695,9501,1695
1650, 38, shfl_bs, 115, 350,1695,9501,1695
1651, 38, shfl_bs, 115, 350,1695,9501,1695
1652, 38, shfl_bs, 115, 350,1695,9501,1695
1653, 38, shfl_bs, 115, 350,1695,9501,1695
1654, 38, shfl_bs, 115, 350,1695,9501,1695
1655, 38, shfl_bs, 115, 350,1695,9501,1695
1656, 38, shfl_bs, 115, 350,1695,9501,1695
1657, 38, shfl_bs, 115, 350,1695,9501,1695
1658, 38, shfl_bs, 115, 350,1695,9501,1695
1659, 38, shfl_bs, 115, 350,1695,9501,1695
1660, 38, shfl_bs, 115, 350,1695,9501,1695
1661, 38, shfl_bs, 115, 350,1695,9501,1695
1662, 38, shfl_bs, 115, 350,1695,9501,1695
1663, 38, shfl_bs, 115, 350,1695,9501,1695
1664, 38, shfl_bs, 115, 350,1695,9501,1695
1665, 38, shfl_bs, 115, 350,1695,9501,1695
1666, 38, shfl_bs, 115, 350,1695,9501,1695
1667, 38, shfl_bs, 115, 350,1695,9501,1695
1668, 38, shfl_bs, 115, 350,1695,9501,1695
1669, 38, shfl_bs, 115, 350,1695,9501,1695
1670, 38, shfl_bs, 115, 350,1695,9501,1695
1671, 38, shfl_bs, 115, 350,1695,9501,1695
1672, 38, shfl_bs, 115, 350,1695,9501,1695
1673, 38, shfl_bs, 115, 350,1695,9501,1695
1674, 38, shfl_bs, 115, 350,1695,9501,1695
1675, 38, shfl_bs, 115, 350,1695,9501,1695
1676, 38, shfl_bs, 115, 350,1695,9501,1695
1677, 38, shfl_bs, 115, 350,1695,9501,1695
1678, 38, shfl_bs, 115, 350,1695,9501,1695
1679, 38, shfl_bs, 115, 350,1695,9501,1695
1680, 38, shfl_bs, 115, 350,1695,9501,1695
1681, 38, shfl_bs, 115, 350,1695,9501,1695
1682, 38, shfl_bs, 115, 350,1695,9501,1695
1683, 38, shfl_bs, 115, 350,1695,9501,1695
1684, 38, shfl_bs, 115, 350,1695,9501,1695
1685, 38, shfl_bs, 115, 350,1695,9501,1695
1686, 38, shfl_bs, 115, 350,1695,9501,1695
1687, 38, shfl_bs, 115, 350,1695,9501,1695
1688, 38, shfl_bs, 115, 350,1695,9501,1695
1689, 38, shfl_bs, 115, 350,1695,9501,1695
1690, 38, shfl_bs, 115, 350,1695,9501,1695
1691, 38, shfl_bs, 115, 350,1695,9501,1695
1692, 38, shfl_bs, 115, 350,1695,9501,1695
1693, 38, shfl_bs, 115, 350,1695,9501,1695
1694, 38, shfl_bs, 115, 350,1695,9501,1695
1695, 38, shfl_bs, 115, 350,1695,9501,1695
1696, 38, shfl_bs, 115, 350,1695,9501,1695
1697, 38, shfl_bs, 115, 350,1695,9501,1695
1698, 38, shfl_bs, 115, 350,1695,9501,1695
1699, 38, shfl_bs, 115, 350,1695,9501,1695
1700, 38, shfl_bs, 115, 350,1695,9501,1695
1701, 38, shfl_bs, 115, 350,1695,9501,1695
1702, 38, shfl_bs, 115, 350,1695,9501,1695
1703, 38, shfl_bs, 115, 350,1695,9501,1695
1704, 38, shfl_bs, 115, 350,1695,9501,1695
1705, 38, shfl_bs, 115, 350,1695,9501,1695
1706, 38, shfl_bs, 115, 350,1695,9501,1695
1707, 38, shfl_bs, 115, 350,1695,9501,1695
1708, 38, shfl_bs, 115, 350,1695,9501,1695
1709, 38, shfl_bs, 115, 350,1695,9501,1695
1710, 38, shfl_bs, 115, 350,1695,9501,1695
1711, 38, shfl_bs, 115, 350,1695,9501,1695
1712, 38, shfl_bs, 115, 350,1695,9501,1695
1713, 38, shfl_bs, 115, 350,1695,9501,1695
1714, 38, shfl_bs, 115, 350,1695,9501,1695
1715, 38, shfl_bs, 115, 350,1695,9501,1695
1716, 38, shfl_bs, 115, 350,1695,9501,1695
1717, 38, shfl_bs, 115, 350,1695,9501,1695
1718, 38, shfl_bs, 115, 350,1695,9501,1695
1719, 38, shfl_bs, 115, 350,1695,9501,1695
1720, 38, shfl_bs, 115, 350,1695,9501,1695
1721, 38, shfl_bs, 115, 350,1695,9501,1695
1722, 38, shfl_bs, 115, 350,1695,9501,1695
1723, 38, shfl_bs, 115, 350,1695,9501,1695
1724, 38, shfl_bs, 115, 350,1695,9501,1695
1725, 38, shfl_bs, 115, 350,1695,9501,1695
1726, 38, shfl_bs, 115, 350,1695,9501,1695
1727, 38, shfl_bs, 115, 350,1695,9501,1695
1728, 38, shfl_bs, 115, 350,1695,9501,1695
1729, 38, shfl_bs, 115, 350,1695,9501,1695
1730, 38, shfl_bs, 115, 350,1695,9501,1695
1731, 38, shfl_bs, 115, 350,1695,9501,1695
1732, 38, shfl_bs, 115, 350,1695,9501,1695
1733, 38, shfl_bs, 115, 350,1695,9501,1695
1734, 38, shfl_bs, 115, 350,1695,9501,1695
1735, 38, shfl_bs, 115, 350,1695,9501,1695
1736, 38, shfl_bs, 115, 350,1695,9501,1695
1737, 38, shfl_bs, 115, 350,1695,9501,1695
1738, 38, shfl_bs, 115, 350,1695,9501,1695
1739, 38, shfl_bs, 115, 350,1695,9501,1695
1740, 38, shfl_bs, 115, 350,1695,9501,1695
1741, 38, shfl_bs, 115, 350,1695,9501,1695
1742, 38, shfl_bs, 115, 350,1695,9501,1695
1743, 38, shfl_bs, 115, 350,1695,9501,1695
1744, 38, shfl_bs, 115, 350,1695,9501,1695
1745, 38, shfl_bs, 115, 350,1695,9501,1695
1746, 38, shfl_bs, 115, 350,1695,9501,1695
1747, 38, shfl_bs, 115, 350,1695,9501,1695
1748, 38, shfl_bs, 115, 350,1695,9501,1695
1749, 38, shfl_bs, 115, 350,1695,9501,1695
1750, 38, shfl_bs, 115, 350,1695,9501,1695
1751, 38, shfl_bs, 115, 350,1695,9501,1695
1752, 38, shfl_bs, 115, 350,1695,9501,1695
1753, 38, shfl_bs, 115, 350,1695,9501,1695
1754, 38, shfl_bs, 115, 350,1695,9501,1695
1755, 38, shfl_bs, 115, 350,1695,9501,1695
1756, 38, shfl_bs, 115, 350,1695,9501,1695
1757, 38, shfl_bs, 115, 350,1695,9501,1695
1758, 38, shfl_bs, 115, 350,1695,9501,1695
1759, 38, shfl_bs, 115, 350,1695,9501,1695
1760, 38, shfl_bs, 115, 350,1695,9501,1695
1761, 38, shfl_bs, 115, 350,1695,9501,1695
1762, 38, shfl_bs, 115, 350,1695,9501,1695
1763, 38, shfl_bs, 115, 350,1695,9501,1695
1764, 38, shfl_bs, 115, 350,1695,9501,1695
1765, 38, shfl_bs, 115, 350,1695,9501,1695
1766, 38, shfl_bs, 115, 350,1695,9501,1695
1767, 38, shfl_bs, 115, 350,1695,9501,1695
1768, 38, shfl_bs, 115, 350,1695,9501,1695
1769, 38, shfl_bs, 115, 350,1695,9501,1695
1770, 38, shfl_bs, 115, 350,1695,9501,1695
1771, 38, shfl_bs, 115, 350,1695,9501,1695
1772, 38, shfl_bs, 115, 350,1695,9501,1695
1773, 38, shfl_bs, 115, 350,1695,9501,1695
1774, 38, shfl_bs, 115, 350,1695,9501,1695
1775, 38, shfl_bs, 115, 350,1695,9501,1695
1776, 38, shfl_bs, 115, 350,1695,9501,1695
1777, 38, shfl_bs, 115, 350,1695,9501,1695
1778, 38, shfl_bs, 115, 350,1695,9501,1695
1779, 38, shfl_bs, 115, 350,1695,9501,1695
1780, 38, shfl_bs, 115, 350,1695,9501,1695
1781, 38, shfl_bs, 115, 350,1695,9501,1695
1782, 38, shfl_bs, 115, 350,1695,9501,1695
1783, 38, shfl_bs, 115, 350,1695,9501,1695
1784, 38, shfl_bs, 115, 350,1695,9501,1695
1785, 38, shfl_bs, 115, 350,1695,9501,1695
1786, 38, shfl_bs, 115, 350,1695,9501,1695
1787, 38, shfl_bs, 115, 350,1695,9501,1695
1788, 38, shfl_bs, 115, 350,1695,9501,1695
1789, 38, shfl_bs, 115, 350,1695,9501,1695
1790, 38, shfl_bs, 115, 350,1695,9501,1695
1791, 38, shfl_bs, 115, 350,1695,9501,1695
1792, 38, shfl_bs, 115, 350,1695,9501,1695
1793, 38, shfl_bs, 115, 350,1695,9501,1695
1794, 38, shfl_bs, 115, 350,1695,9501,1695
1795, 38, shfl_bs, 115, 350,1695,9501,1695
1796, 38, shfl_bs, 115, 350,1695,9501,1695
1797, 38, shfl_bs, 115, 350,1695,9501,1695
1798, 38, shfl_bs, 115, 350,1695,9501,1695
1799, 38, shfl_bs, 115, 350,1695,9501,1695
1800, 38, shfl_bs, 115, 350,1695,9501,1695
1801, 38, shfl_bs, 115, 350,1695,9501,1695
1802, 38, shfl_bs, 115, 350,1695,9501,1695
1803, 38, shfl_bs, 115, 350,1695,9501,1695
1804, 38, shfl_bs, 115, 350,1695,9501,1695
1805, 38, shfl_bs, 115, 350,1695,9501,1695
1806, 38, shfl_bs, 115, 350,1695,9501,1695
1807, 38, shfl_bs, 115, 350,1695,9501,1695
1808, 38, shfl_bs, 115, 350,1695,9501,1695
1809, 38, shfl_bs, 115, 350,1695,9501,1695
1810, 38, shfl_bs, 115, 350,1695,9501,1695
1811, 38, shfl_bs, 115, 350,1695,9501,1695
1812, 38, shfl_bs, 115, 350,1695,9501,1695
1813, 38, shfl_bs, 115, 350,1695,9501,1695
1814, 38, shfl_bs, 115, 350,1695,9501,1695
1815, 38, shfl_bs, 115, 350,1695,9501,1695
1816, 38, shfl_bs, 115, 350,1695,9501,1695
1817, 38, shfl_bs, 115, 350,1695,9501,1695
1818, 38, shfl_bs, 115, 350,1695,9501,1695
1819, 38, shfl_bs, 115, 350,1695,9501,1695
1820, 38, shfl_bs, 115, 350,1695,9501,1695
1821, 38, shfl_bs, 115, 350,1695,9501,1695
1822, 38, shfl_bs, 115, 350,1695,9501,1695
1823, 38, shfl_bs, 115, 350,1695,9501,1695
1824, 38, shfl_bs, 115, 350,1695,9501,1695
1825, 38, shfl_bs, 115, 350,1695,9501,1695
1826, 38, shfl_bs, 115, 350,1695,9501,1695
1827, 38, shfl_bs, 115, 350,1695,9501,1695
1828, 38, shfl_bs, 115, 350,1695,9501,1695
1829, 38, shfl_bs, 115, 350,1695,9501,1695
1830, 38, shfl_bs, 115, 350,1695,9501,1695
1831, 38, shfl_bs, 115, 350,1695,9501,1695
1832, 38, shfl_bs, 115, 350,1695,9501,1695
1833, 38, shfl_bs, 115, 350,1695,9501,1695
1834, 38, shfl_bs, 115, 350,1695,9501,1695
1835, 38, shfl_bs, 115, 350,1695,9501,1695
1836, 38, shfl_bs, 115, 350,1695,9501,1695
1837, 38, shfl_bs, 115, 350,1695,9501,1695
1838, 38, shfl_bs, 115, 350,1695,9501,1695
1839, 38, shfl_bs, 115, 350,1695,9501,1695
