timestamp, temperature_gpu, power_draw_w, power_limit_w, g_clock_freq_mhz, mem_clock_freq_mhz, sm_clock_freq_mhz
1642433544184796035, 37, 110, 350,1695,9501,1695
1642433544188905147, 37, 110, 350,1695,9501,1695
1642433544192371553, 37, 110, 350,1695,9501,1695
1642433544194632093, 37, 110, 350,1695,9501,1695
1642433544196875061, 37, 110, 350,1695,9501,1695
1642433544199418194, 37, 110, 350,1695,9501,1695
1642433544202314595, 37, 110, 350,1695,9501,1695
1642433544206373577, 37, 110, 350,1695,9501,1695
1642433544211099087, 37, 110, 350,1695,9501,1695
1642433544214889640, 37, 110, 350,1695,9501,1695
1642433544217170042, 37, 110, 350,1695,9501,1695
1642433544219447664, 37, 110, 350,1695,9501,1695
1642433544221874084, 37, 110, 350,1695,9501,1695
1642433544224129928, 37, 110, 350,1695,9501,1695
1642433544228098164, 37, 110, 350,1695,9501,1695
1642433544232197672, 37, 110, 350,1695,9501,1695
1642433544235391695, 37, 110, 350,1695,9501,1695
1642433544237684827, 37, 110, 350,1695,9501,1695
1642433544239960188, 37, 110, 350,1695,9501,1695
1642433544242235911, 37, 110, 350,1695,9501,1695
1642433544244512020, 37, 110, 350,1695,9501,1695
1642433544247962490, 37, 110, 350,1695,9501,1695
1642433544252160293, 37, 110, 350,1695,9501,1695
1642433544286263219, 37, 110, 350,1695,9501,1695
1642433544289450830, 37, 110, 350,1695,9501,1695
1642433544293601396, 37, 110, 350,1695,9501,1695
1642433544297718782, 37, 110, 350,1695,9501,1695
1642433544300026122, 37, 110, 350,1695,9501,1695
1642433544302305518, 37, 110, 350,1695,9501,1695
1642433544304587083, 37, 110, 350,1695,9501,1695
1642433544306995840, 37, 110, 350,1695,9501,1695
1642433544310233227, 37, 111, 350,1695,9501,1695
1642433544314415656, 37, 111, 350,1695,9501,1695
1642433544318710986, 37, 111, 350,1695,9501,1695
1642433544321166905, 37, 111, 350,1695,9501,1695
1642433544323452499, 37, 111, 350,1695,9501,1695
1642433544325718908, 37, 111, 350,1695,9501,1695
1642433544327970426, 37, 111, 350,1695,9501,1695
1642433544330227684, 37, 111, 350,1695,9501,1695
1642433544334067998, 37, 111, 350,1695,9501,1695
1642433544338227029, 37, 111, 350,1695,9501,1695
1642433544341476970, 37, 111, 350,1695,9501,1695
1642433544343743963, 37, 111, 350,1695,9501,1695
1642433544346005545, 37, 111, 350,1695,9501,1695
1642433544348263048, 37, 111, 350,1695,9501,1695
1642433544350532619, 37, 111, 350,1695,9501,1695
1642433544353371928, 37, 111, 350,1695,9501,1695
1642433544357521307, 37, 111, 350,1695,9501,1695
1642433544361618806, 37, 111, 350,1695,9501,1695
1642433544364014332, 37, 111, 350,1695,9501,1695
1642433544366388802, 37, 111, 350,1695,9501,1695
1642433544368535684, 37, 111, 350,1695,9501,1695
1642433544370987433, 37, 111, 350,1695,9501,1695
1642433544373313311, 37, 111, 350,1695,9501,1695
1642433544377423403, 37, 111, 350,1695,9501,1695
1642433544381534933, 37, 111, 350,1695,9501,1695
1642433544385123789, 37, 111, 350,1695,9501,1695
1642433544387411720, 37, 111, 350,1695,9501,1695
1642433544389681474, 37, 111, 350,1695,9501,1695
1642433544391951705, 37, 111, 350,1695,9501,1695
1642433544394207390, 37, 111, 350,1695,9501,1695
1642433544397617637, 37, 111, 350,1695,9501,1695
1642433544401727511, 37, 111, 350,1695,9501,1695
1642433544405449438, 37, 111, 350,1695,9501,1695
1642433544407719325, 37, 111, 350,1695,9501,1695
1642433544409970781, 37, 111, 350,1695,9501,1695
1642433544412219872, 37, 111, 350,1695,9501,1695
1642433544414621790, 37, 111, 350,1695,9501,1695
1642433544417668660, 37, 112, 350,1695,9501,1695
1642433544421761937, 37, 112, 350,1695,9501,1695
1642433544427056646, 37, 112, 350,1695,9501,1695
1642433544429728250, 37, 112, 350,1695,9501,1695
1642433544431998491, 37, 112, 350,1695,9501,1695
