type,timestamp,power
idle64_r2_vectorAdd_compute,1648602254965682467,113742
idle64_r2_vectorAdd_compute,1648602255170589197,114152
idle64_r2_vectorAdd_compute,1648602260228326824,122598
idle64_r2_vectorAdd_compute,1648602260230450989,122598
