type,timestamp,power
idle128_coalescing_memory,1647039093309820981,24793
idle128_coalescing_memory,1647039093713330526,39040
idle128_coalescing_memory,1647039098436807212,185408
idle128_coalescing_memory,1647039098438270176,185408
