type,timestamp,power
t64_b16_wordcount_memory,1650155999281561880,112782
t64_b16_wordcount_memory,1650155999717310009,112607
t64_b16_wordcount_memory,1650156019541249556,112696
t64_b16_wordcount_memory,1650156019542701517,112696
