type,timestamp,power
t1024_b1024_coalescing_memory,1650157638007613988,113567
t1024_b1024_coalescing_memory,1650157638295372600,113736
t1024_b1024_coalescing_memory,1650157649419027959,183376
t1024_b1024_coalescing_memory,1650157649420205037,183376
