type,timestamp,power
t128_b32_wordcount_memory,1650154614916824668,112860
t128_b32_wordcount_memory,1650154615342551490,112562
t128_b32_wordcount_memory,1650154620334583181,115842
t128_b32_wordcount_memory,1650154620336101327,115842
