type,number_of_arrays,array_size,time
Shfl Sort Search,128,12,0.34064
Nested Shm,128,12,0.071712
Nested Shfl,128,12,0.048448
Shfl Hash,128,12,0.076608
Shfl Unroll 2,128,12,0.057792
Shfl Unroll,128,12,0.060416
Shfl Sort Search,128,12,0.333952
Nested Shm,128,12,0.071936
Nested Shfl,128,12,0.050496
Shfl Hash,128,12,0.076192
Shfl Unroll 2,128,12,0.056736
Shfl Unroll,128,12,0.062688
Shfl Sort Search,128,12,0.324544
Nested Shm,256,12,0.13456
Nested Shfl,256,12,0.100704
Shfl Hash,256,12,0.084992
Shfl Unroll 2,256,12,0.116704
Shfl Unroll,256,12,0.12784
Shfl Sort Search,256,12,0.433664
Nested Shm,256,12,0.136096
Nested Shfl,256,12,0.099904
Shfl Hash,256,12,0.08592
Shfl Unroll 2,256,12,0.118304
Shfl Unroll,256,12,0.130208
Shfl Sort Search,256,12,0.420512
Nested Shm,256,12,0.135296
Nested Shfl,256,12,0.1
Shfl Hash,256,12,0.085344
Shfl Unroll 2,256,12,0.118656
Shfl Unroll,256,12,0.129056
Shfl Sort Search,256,12,0.425088
Nested Shm,512,12,0.182272
Nested Shfl,512,12,0.139808
Shfl Hash,512,12,0.09936
Shfl Unroll 2,512,12,0.159264
Shfl Unroll,512,12,0.173024
Shfl Sort Search,512,12,0.502656
Nested Shm,512,12,0.183904
Nested Shfl,512,12,0.13904
Shfl Hash,512,12,0.099872
Shfl Unroll 2,512,12,0.159648
Shfl Unroll,512,12,0.170848
Shfl Sort Search,512,12,0.49536
Nested Shm,512,12,0.179584
Nested Shfl,512,12,0.139328
Shfl Hash,512,12,0.099232
Shfl Unroll 2,512,12,0.159552
Shfl Unroll,512,12,0.171264
Shfl Sort Search,512,12,0.508704
Nested Shm,1024,12,0.218336
Nested Shfl,1024,12,0.160864
Shfl Hash,1024,12,0.147264
Shfl Unroll 2,1024,12,0.188448
Shfl Unroll,1024,12,0.200736
Shfl Sort Search,1024,12,0.582464
Nested Shm,1024,12,0.219712
Nested Shfl,1024,12,0.160032
Shfl Hash,1024,12,0.147168
Shfl Unroll 2,1024,12,0.190496
Shfl Unroll,1024,12,0.201152
Shfl Sort Search,1024,12,0.579776
Nested Shm,1024,12,0.221472
Nested Shfl,1024,12,0.16064
Shfl Hash,1024,12,0.146432
Shfl Unroll 2,1024,12,0.189056
Shfl Unroll,1024,12,0.200096
Shfl Sort Search,1024,12,0.575808
