type,number_of_arrays,array_size,time
Nested Shm,2,12,0.04768
Nested Shfl,2,12,0.032
Shfl Hash,2,12,0.021696
Shfl Unroll 2,2,12,0.031648
Shfl Unroll,2,12,0.031296
Shfl Sort Search,2,12,0.062048
Nested Shm,2,12,0.039552
Nested Shfl,2,12,0.030528
Shfl Hash,2,12,0.020544
Shfl Unroll 2,2,12,0.031648
Shfl Unroll,2,12,0.030336
Shfl Sort Search,2,12,0.062752
Nested Shm,2,12,0.037856
Nested Shfl,2,12,0.03088
Shfl Hash,2,12,0.020352
Shfl Unroll 2,2,12,0.029792
Shfl Unroll,2,12,0.0296
Shfl Sort Search,2,12,0.062944
Nested Shm,4,12,0.043968
Nested Shfl,4,12,0.030464
Shfl Hash,4,12,0.020416
Shfl Unroll 2,4,12,0.030848
Shfl Unroll,4,12,0.030144
Shfl Sort Search,4,12,0.066688
Nested Shm,4,12,0.044384
Nested Shfl,4,12,0.029696
Shfl Hash,4,12,0.020608
Shfl Unroll 2,4,12,0.030912
Shfl Unroll,4,12,0.02944
Shfl Sort Search,4,12,0.06288
Nested Shm,4,12,0.043392
Nested Shfl,4,12,0.030304
Shfl Hash,4,12,0.020192
Shfl Unroll 2,4,12,0.03088
Shfl Unroll,4,12,0.029312
Shfl Sort Search,4,12,0.066368
Nested Shm,8,12,0.047552
Nested Shfl,8,12,0.030656
Shfl Hash,8,12,0.022144
Shfl Unroll 2,8,12,0.031936
Shfl Unroll,8,12,0.032544
Shfl Sort Search,8,12,0.07264
Nested Shm,8,12,0.055136
Nested Shfl,8,12,0.029952
Shfl Hash,8,12,0.021536
Shfl Unroll 2,8,12,0.03152
Shfl Unroll,8,12,0.031744
Shfl Sort Search,8,12,0.072064
Nested Shm,8,12,0.05024
Nested Shfl,8,12,0.030752
Shfl Hash,8,12,0.020992
Shfl Unroll 2,8,12,0.031616
Shfl Unroll,8,12,0.032
Shfl Sort Search,8,12,0.073504
Nested Shm,16,12,0.053792
Nested Shfl,16,12,0.033152
Shfl Hash,16,12,0.020608
Shfl Unroll 2,16,12,0.035136
Shfl Unroll,16,12,0.036672
Shfl Sort Search,16,12,0.096896
Nested Shm,16,12,0.052224
Nested Shfl,16,12,0.032096
Shfl Hash,16,12,0.02096
Shfl Unroll 2,16,12,0.0344
Shfl Unroll,16,12,0.035328
Shfl Sort Search,16,12,0.09728
Nested Shm,16,12,0.05424
Nested Shfl,16,12,0.032512
Shfl Hash,16,12,0.020864
Shfl Unroll 2,16,12,0.034368
Shfl Unroll,16,12,0.03568
Shfl Sort Search,16,12,0.103648
Nested Shm,32,12,0.060864
Nested Shfl,32,12,0.034944
Shfl Hash,32,12,0.024192
Shfl Unroll 2,32,12,0.039584
Shfl Unroll,32,12,0.042304
Shfl Sort Search,32,12,0.145568
Nested Shm,32,12,0.060576
Nested Shfl,32,12,0.034176
Shfl Hash,32,12,0.023552
Shfl Unroll 2,32,12,0.038336
Shfl Unroll,32,12,0.041856
Shfl Sort Search,32,12,0.156032
Nested Shm,32,12,0.061184
Nested Shfl,32,12,0.034368
Shfl Hash,32,12,0.022464
Shfl Unroll 2,32,12,0.038976
Shfl Unroll,32,12,0.041984
Shfl Sort Search,32,12,0.154112
Nested Shm,64,12,0.06496
Nested Shfl,64,12,0.041248
Shfl Hash,64,12,0.04016
Shfl Unroll 2,64,12,0.046688
Shfl Unroll,64,12,0.050752
Shfl Sort Search,64,12,0.235008
Nested Shm,64,12,0.063808
Nested Shfl,64,12,0.042368
Shfl Hash,64,12,0.041184
Shfl Unroll 2,64,12,0.046496
Shfl Unroll,64,12,0.051136
Shfl Sort Search,64,12,0.246784
Nested Shm,64,12,0.063104
Nested Shfl,64,12,0.040128
Shfl Hash,64,12,0.039104
Shfl Unroll 2,64,12,0.047904
Shfl Unroll,64,12,0.052064
Shfl Sort Search,64,12,0.235456
Nested Shm,128,12,0.075232
Nested Shfl,128,12,0.049024
Shfl Hash,128,12,0.076864
Shfl Unroll 2,128,12,0.056672
Shfl Unroll,128,12,0.063296
