type,number_of_arrays,array_size,time
Shfl Hash,256,24,0.183264
Shfl Unroll 2,256,24,0.444672
Shfl Unroll,256,24,0.480224
Shfl Sort Search,256,24,1.25155
Nested Shm,256,24,0.450752
Nested Shfl,256,24,0.393536
Shfl Hash,256,24,0.182688
Shfl Unroll 2,256,24,0.454208
Shfl Unroll,256,24,0.482848
Shfl Sort Search,256,24,1.2385
Nested Shm,512,24,0.5688
Nested Shfl,512,24,0.482976
Shfl Hash,512,24,0.221376
Shfl Unroll 2,512,24,0.552544
Shfl Unroll,512,24,0.585088
Shfl Sort Search,512,24,1.45635
Nested Shm,512,24,0.570592
Nested Shfl,512,24,0.488352
Shfl Hash,512,24,0.223424
Shfl Unroll 2,512,24,0.55312
Shfl Unroll,512,24,0.58592
Shfl Sort Search,512,24,1.39533
Nested Shm,512,24,0.570016
Nested Shfl,512,24,0.487776
Shfl Hash,512,24,0.224064
Shfl Unroll 2,512,24,0.55248
Shfl Unroll,512,24,0.582528
Shfl Sort Search,512,24,1.3984
Nested Shm,1024,24,0.665952
Nested Shfl,1024,24,0.546752
Shfl Hash,1024,24,0.330304
Shfl Unroll 2,1024,24,0.606496
Shfl Unroll,1024,24,0.638208
Shfl Sort Search,1024,24,1.61046
Nested Shm,1024,24,0.667104
Nested Shfl,1024,24,0.546816
Shfl Hash,1024,24,0.323008
Shfl Unroll 2,1024,24,0.598464
Shfl Unroll,1024,24,0.636832
Shfl Sort Search,1024,24,1.70566
Nested Shm,1024,24,0.668256
Nested Shfl,1024,24,0.54832
Shfl Hash,1024,24,0.321984
Shfl Unroll 2,1024,24,0.609728
Shfl Unroll,1024,24,0.6384
Shfl Sort Search,1024,24,1.6024
