type,timestamp,power
idle256_r2_coalescing_memory,1648253984791743478,31912
idle256_r2_coalescing_memory,1648253985180824307,40005
idle256_r2_coalescing_memory,1648253989969980746,182380
idle256_r2_coalescing_memory,1648253989972692928,182380
