type,timestamp,power
t256_b196_vectorAdd_compute,1650146198103252878,112151
t256_b196_vectorAdd_compute,1650146198407517106,113240
t256_b196_vectorAdd_compute,1650146203005338011,117610
t256_b196_vectorAdd_compute,1650146203008024731,117610
