type,timestamp,power
t256_b32_simpleCUFFT_hybrid,1650153062497674829,112074
t256_b32_simpleCUFFT_hybrid,1650153063221762708,111132
t256_b32_simpleCUFFT_hybrid,1650153068897995735,111525
t256_b32_simpleCUFFT_hybrid,1650153068898923949,111525
