type,timestamp,power
idle128_r5_simpleCUFFT_hybrid,1648605520991971550,113838
idle128_r5_simpleCUFFT_hybrid,1648605521401507871,114594
idle128_r5_simpleCUFFT_hybrid,1648605526829203916,114578
idle128_r5_simpleCUFFT_hybrid,1648605526829944048,114578
