type,timestamp,power
idle512_matrixMul_compute,1647370485356288981,23587
idle512_matrixMul_compute,1647370485788852435,34064
idle512_matrixMul_compute,1647370491061842938,266276
idle512_matrixMul_compute,1647370491117561919,266335
