type,timestamp,power
idle32_r3_wordcount_memory,1648683931972420886,114711
idle32_r3_wordcount_memory,1648683932247963191,114511
idle32_r3_wordcount_memory,1648683937261628901,116978
idle32_r3_wordcount_memory,1648683937263238735,116978
