type,timestamp,power
idle1024_r3_transpose_memory,1648330829907224379,34979
idle1024_r3_transpose_memory,1648330830376676603,45786
idle1024_r3_transpose_memory,1648330835435801310,311368
idle1024_r3_transpose_memory,1648330835440394848,311368
