type,timestamp,power
idle256_r2_vectorAdd_compute,1648081768332807503,33134
idle256_r2_vectorAdd_compute,1648081768732593479,42439
idle256_r2_vectorAdd_compute,1648081773379896664,161705
idle256_r2_vectorAdd_compute,1648081773382613198,161705
