type,timestamp,power
idle256_vectorAdd_compute,1646947511740428610,23901
idle256_vectorAdd_compute,1646947512164791278,34771
idle256_vectorAdd_compute,1646947521234001822,159383
idle256_vectorAdd_compute,1646947521236482107,159383
