type,number_of_arrays,array_size,time
1,2,16,0.040096
2,2,16,0.045056
3,2,16,0.014944
4,2,16,0.034368
1,2,16,0.035072
2,2,16,0.044288
3,2,16,0.015584
4,2,16,0.034816
1,2,16,0.035776
2,2,16,0.04496
3,2,16,0.012768
4,2,16,0.031296
1,4,16,0.043232
2,4,16,0.042848
3,4,16,0.016992
4,4,16,0.03248
1,4,16,0.042432
2,4,16,0.043712
3,4,16,0.01728
4,4,16,0.03472
1,4,16,0.04112
2,4,16,0.042528
3,4,16,0.017248
4,4,16,0.033728
1,8,16,0.050464
2,8,16,0.043872
3,8,16,0.022656
4,8,16,0.029856
1,8,16,0.050656
2,8,16,0.042368
3,8,16,0.023328
4,8,16,0.030464
1,8,16,0.053824
2,8,16,0.043168
3,8,16,0.02432
4,8,16,0.029792
1,16,16,0.063008
2,16,16,0.0448
3,16,16,0.027808
4,16,16,0.029856
1,16,16,0.062304
2,16,16,0.045152
3,16,16,0.02912
4,16,16,0.03008
1,16,16,0.061728
2,16,16,0.04608
3,16,16,0.028768
4,16,16,0.03136
1,32,16,0.073152
2,32,16,0.048128
3,32,16,0.034464
4,32,16,0.031744
1,32,16,0.070944
2,32,16,0.048768
3,32,16,0.034624
4,32,16,0.029344
1,32,16,0.071904
2,32,16,0.048096
3,32,16,0.034432
4,32,16,0.034944
1,64,16,0.079008
2,64,16,0.06176
3,64,16,0.090432
4,64,16,0.078208
1,64,16,0.083136
2,64,16,0.063104
3,64,16,0.085024
4,64,16,0.079008
1,64,16,0.076896
2,64,16,0.060608
3,64,16,0.09072
4,64,16,0.074144
1,128,16,0.117216
2,128,16,0.087008
3,128,16,0.114208
4,128,16,0.100416
1,128,16,0.11632
2,128,16,0.087296
3,128,16,0.111392
4,128,16,0.10224
1,128,16,0.115488
2,128,16,0.088576
3,128,16,0.11152
4,128,16,0.101952
1,256,16,0.210848
2,256,16,0.170848
3,256,16,0.136128
4,256,16,0.115744
1,256,16,0.21072
2,256,16,0.17248
3,256,16,0.136896
4,256,16,0.112224
1,256,16,0.2128
2,256,16,0.170112
3,256,16,0.136576
4,256,16,0.116224
1,512,16,0.277504
2,512,16,0.231136
3,512,16,0.177536
4,512,16,0.13488
1,512,16,0.277984
2,512,16,0.23088
3,512,16,0.178656
4,512,16,0.134048
1,512,16,0.277376
2,512,16,0.231392
3,512,16,0.178624
4,512,16,0.13376
1,1024,16,0.340384
2,1024,16,0.271776
3,1024,16,0.26336
4,1024,16,0.19936
1,1024,16,0.337696
2,1024,16,0.27008
3,1024,16,0.262432
4,1024,16,0.199424
1,1024,16,0.339712
2,1024,16,0.271104
3,1024,16,0.261344
4,1024,16,0.200032
