type,number_of_arrays,array_size,time
1,2,16,0.036064
2,2,16,0.04432
3,2,16,0.011712
4,2,16,0.0312
1,2,16,0.037952
2,2,16,0.044
3,2,16,0.014528
4,2,16,0.0288
1,2,16,0.034848
2,2,16,0.04448
3,2,16,0.0104
4,2,16,0.029024
1,4,16,0.043584
2,4,16,0.042816
3,4,16,0.02
4,4,16,0.031424
1,4,16,0.042368
2,4,16,0.0432
3,4,16,0.018432
4,4,16,0.030272
1,4,16,0.044512
2,4,16,0.04352
3,4,16,0.019584
4,4,16,0.030112
1,8,16,0.05056
2,8,16,0.04272
3,8,16,0.023712
4,8,16,0.030432
1,8,16,0.052416
2,8,16,0.043104
3,8,16,0.024288
4,8,16,0.028512
1,8,16,0.049856
2,8,16,0.04272
3,8,16,0.018912
4,8,16,0.027712
1,16,16,0.063264
2,16,16,0.045248
3,16,16,0.029184
4,16,16,0.03136
1,16,16,0.06208
2,16,16,0.044768
3,16,16,0.024128
4,16,16,0.029792
1,16,16,0.0592
2,16,16,0.044512
3,16,16,0.027552
4,16,16,0.029216
1,32,16,0.07344
2,32,16,0.047872
3,32,16,0.02976
4,32,16,0.031648
1,32,16,0.07168
2,32,16,0.047808
3,32,16,0.031552
4,32,16,0.039488
1,32,16,0.074368
2,32,16,0.048672
3,32,16,0.033792
4,32,16,0.032608
1,64,16,0.079232
2,64,16,0.061824
3,64,16,0.081472
4,64,16,0.074816
1,64,16,0.079936
2,64,16,0.062752
3,64,16,0.083776
4,64,16,0.070848
1,64,16,0.079328
2,64,16,0.060864
3,64,16,0.080416
4,64,16,0.074656
1,128,16,0.118432
2,128,16,0.0872
3,128,16,0.10928
4,128,16,0.101248
1,128,16,0.119776
2,128,16,0.090112
3,128,16,0.109632
4,128,16,0.100576
1,128,16,0.119552
2,128,16,0.092768
3,128,16,0.108672
4,128,16,0.099744
1,256,16,0.210752
2,256,16,0.170976
3,256,16,0.135552
4,256,16,0.112032
1,256,16,0.213984
2,256,16,0.176704
3,256,16,0.134656
4,256,16,0.112192
1,256,16,0.216
2,256,16,0.17408
3,256,16,0.1344
4,256,16,0.111648
1,512,16,0.27808
2,512,16,0.228832
3,512,16,0.174176
4,512,16,0.131744
1,512,16,0.284544
2,512,16,0.230912
3,512,16,0.173344
4,512,16,0.132096
1,512,16,0.281856
2,512,16,0.2304
3,512,16,0.175072
4,512,16,0.132512
1,1024,16,0.341024
2,1024,16,0.2728
3,1024,16,0.256736
4,1024,16,0.1936
1,1024,16,0.343072
2,1024,16,0.27216
3,1024,16,0.257632
4,1024,16,0.19824
1,1024,16,0.339648
2,1024,16,0.271936
3,1024,16,0.25552
4,1024,16,0.198528
