type,number_of_arrays,array_size,time
1,2,12,0.032672
2,2,12,0.028864
3,2,12,0.008096
4,2,12,0.02224
1,2,12,0.035616
2,2,12,0.028864
3,2,12,0.00864
4,2,12,0.021504
1,2,12,0.034912
2,2,12,0.029216
3,2,12,0.007808
4,2,12,0.0224
1,4,12,0.038144
2,4,12,0.028
3,4,12,0.009952
4,4,12,0.02304
1,4,12,0.03824
2,4,12,0.028256
3,4,12,0.010368
4,4,12,0.021152
1,4,12,0.03776
2,4,12,0.028352
3,4,12,0.010272
4,4,12,0.022496
1,8,12,0.043648
2,8,12,0.027936
3,8,12,0.0136
4,8,12,0.021472
1,8,12,0.043808
2,8,12,0.02896
3,8,12,0.014144
4,8,12,0.021536
1,8,12,0.042784
2,8,12,0.028736
3,8,12,0.013856
4,8,12,0.026496
1,16,12,0.051168
2,16,12,0.02944
3,16,12,0.01744
4,16,12,0.024064
1,16,12,0.049344
2,16,12,0.029024
3,16,12,0.016896
4,16,12,0.021792
1,16,12,0.04752
2,16,12,0.029376
3,16,12,0.016928
4,16,12,0.023168
1,32,12,0.054976
2,32,12,0.0312
3,32,12,0.02448
4,32,12,0.022208
1,32,12,0.055232
2,32,12,0.031168
3,32,12,0.021632
4,32,12,0.0232
1,32,12,0.056832
2,32,12,0.032352
3,32,12,0.02176
4,32,12,0.022112
1,64,12,0.06096
2,64,12,0.039584
3,64,12,0.044832
4,64,12,0.044288
1,64,12,0.058816
2,64,12,0.041408
3,64,12,0.045472
4,64,12,0.049056
1,64,12,0.059936
2,64,12,0.040096
3,64,12,0.046976
4,64,12,0.041888
1,128,12,0.064768
2,128,12,0.047552
3,128,12,0.081248
4,128,12,0.070112
1,128,12,0.070816
2,128,12,0.047968
3,128,12,0.08176
4,128,12,0.070112
1,128,12,0.067008
2,128,12,0.047264
3,128,12,0.08096
4,128,12,0.07024
1,256,12,0.129056
2,256,12,0.093984
3,256,12,0.09984
4,256,12,0.080512
1,256,12,0.130496
2,256,12,0.0984
3,256,12,0.098816
4,256,12,0.080192
1,256,12,0.127008
2,256,12,0.096192
3,256,12,0.098432
4,256,12,0.08112
1,512,12,0.176736
2,512,12,0.135616
3,512,12,0.127456
4,512,12,0.099104
1,512,12,0.177376
2,512,12,0.134016
3,512,12,0.128448
4,512,12,0.098464
1,512,12,0.176736
2,512,12,0.134336
3,512,12,0.128192
4,512,12,0.099232
1,1024,12,0.213088
2,1024,12,0.166016
3,1024,12,0.184864
4,1024,12,0.147968
1,1024,12,0.21376
2,1024,12,0.165824
3,1024,12,0.189792
4,1024,12,0.146624
1,1024,12,0.214336
2,1024,12,0.165664
3,1024,12,0.189408
4,1024,12,0.145824
