type,number_of_arrays,array_size,time
Nested Shfl,512,16,0.229344
Shm Hash,512,16,0.173824
Shfl Hash,512,16,0.131232
Shm Unroll,512,16,0.291392
Shfl Unroll,512,16,0.282272
Shfl Sort Search,512,16,0.772832
Nested Shm,512,16,0.280576
Nested Shfl,512,16,0.231648
Shm Hash,512,16,0.174528
Shfl Hash,512,16,0.130848
Shm Unroll,512,16,0.293056
Shfl Unroll,512,16,0.285056
Shfl Sort Search,512,16,0.766528
Nested Shm,1024,16,0.34144
Nested Shfl,1024,16,0.269728
Shm Hash,1024,16,0.2584
Shfl Hash,1024,16,0.19472
Shm Unroll,1024,16,0.35552
Shfl Unroll,1024,16,0.319488
Shfl Sort Search,1024,16,0.91136
Nested Shm,1024,16,0.34032
Nested Shfl,1024,16,0.269024
Shm Hash,1024,16,0.256384
Shfl Hash,1024,16,0.195904
Shm Unroll,1024,16,0.355584
Shfl Unroll,1024,16,0.31872
Shfl Sort Search,1024,16,0.92768
Nested Shm,1024,16,0.342656
Nested Shfl,1024,16,0.2712
Shm Hash,1024,16,0.25776
Shfl Hash,1024,16,0.19664
Shm Unroll,1024,16,0.35712
Shfl Unroll,1024,16,0.321568
Shfl Sort Search,1024,16,0.882432
