type,timestamp,power
idle1024_r3_simpleCUFFT_hybrid,1648088348224741163,34195
idle1024_r3_simpleCUFFT_hybrid,1648088349045454988,60803
idle1024_r3_simpleCUFFT_hybrid,1648088353542223433,149385
idle1024_r3_simpleCUFFT_hybrid,1648088353543712292,149385
