type,number_of_arrays,array_size,time
Shfl Sort Search,1024,12,0.304
Nested Shm,1024,12,0.22848
Nested Shfl,1024,12,0.161632
Shfl Hash,1024,12,0.148064
Shfl Unroll 2,1024,12,0.190368
Shfl Unroll,1024,12,0.20144
Shfl Sort Search,1024,12,0.307424
Nested Shm,1024,12,0.223392
Nested Shfl,1024,12,0.161696
Shfl Hash,1024,12,0.146208
Shfl Unroll 2,1024,12,0.189952
Shfl Unroll,1024,12,0.201312
Shfl Sort Search,1024,12,0.304
