type,timestamp,power
idle256_r4_matrixMul_compute,1648599432660835120,113953
idle256_r4_matrixMul_compute,1648599432863772975,114166
idle256_r4_matrixMul_compute,1648599438338532464,151914
idle256_r4_matrixMul_compute,1648599438414875996,151914
