type,number_of_arrays,array_size,time
1,2,24,0.044704
2,2,24,0.08976
3,2,24,0.034656
4,2,24,0.057024
1,2,24,0.042144
2,2,24,0.088
3,2,24,0.03312
4,2,24,0.058688
1,2,24,0.041568
2,2,24,0.088704
3,2,24,0.031648
4,2,24,0.056928
1,4,24,0.056064
2,4,24,0.08416
3,4,24,0.04592
4,4,24,0.06784
1,4,24,0.055616
2,4,24,0.085696
3,4,24,0.044768
4,4,24,0.062368
1,4,24,0.05728
2,4,24,0.085536
3,4,24,0.042144
4,4,24,0.066592
1,8,24,0.07344
2,8,24,0.085568
3,8,24,0.051232
4,8,24,0.060032
1,8,24,0.075584
2,8,24,0.08432
3,8,24,0.05328
4,8,24,0.05936
1,8,24,0.07216
2,8,24,0.082912
3,8,24,0.051968
4,8,24,0.059232
1,16,24,0.094464
2,16,24,0.08656
3,16,24,0.066304
4,16,24,0.070944
1,16,24,0.0936
2,16,24,0.086336
3,16,24,0.068832
4,16,24,0.070368
1,16,24,0.092512
2,16,24,0.085888
3,16,24,0.058944
4,16,24,0.073632
1,32,24,0.116288
2,32,24,0.093792
3,32,24,0.08016
4,32,24,0.081344
1,32,24,0.114656
2,32,24,0.093248
3,32,24,0.080544
4,32,24,0.081792
1,32,24,0.114752
2,32,24,0.093792
3,32,24,0.081632
4,32,24,0.080448
1,64,24,0.132608
2,64,24,0.118784
3,64,24,0.152032
4,64,24,0.146624
1,64,24,0.140096
2,64,24,0.118112
3,64,24,0.149728
4,64,24,0.149568
1,64,24,0.143168
2,64,24,0.119872
3,64,24,0.149152
4,64,24,0.1472
1,128,24,0.235168
2,128,24,0.210048
3,128,24,0.173024
4,128,24,0.162336
1,128,24,0.232768
2,128,24,0.21344
3,128,24,0.172992
4,128,24,0.165536
1,128,24,0.236928
2,128,24,0.209312
3,128,24,0.173792
4,128,24,0.16672
1,256,24,0.44688
2,256,24,0.389504
3,256,24,0.213984
4,256,24,0.194592
1,256,24,0.443584
2,256,24,0.39008
3,256,24,0.2152
4,256,24,0.196512
1,256,24,0.443936
2,256,24,0.38928
3,256,24,0.213216
4,256,24,0.195392
1,512,24,0.559296
2,512,24,0.491776
3,512,24,0.281952
4,512,24,0.232992
1,512,24,0.561408
2,512,24,0.491744
3,512,24,0.285696
4,512,24,0.22992
1,512,24,0.560256
2,512,24,0.493024
3,512,24,0.2824
4,512,24,0.23088
1,1024,24,0.658592
2,1024,24,0.540352
3,1024,24,0.41616
4,1024,24,0.338016
1,1024,24,0.657344
2,1024,24,0.541376
3,1024,24,0.418016
4,1024,24,0.330144
1,1024,24,0.656512
2,1024,24,0.54192
3,1024,24,0.417408
4,1024,24,0.332096
