type,number_of_arrays,array_size,time
1,2,12,0.04144
2,2,12,0.031072
3,2,12,0.009504
4,2,12,0.022112
1,2,12,0.03392
2,2,12,0.029056
3,2,12,0.008128
4,2,12,0.02224
1,2,12,0.033952
2,2,12,0.028928
3,2,12,0.008448
4,2,12,0.020992
1,4,12,0.037568
2,4,12,0.027744
3,4,12,0.01184
4,4,12,0.022208
1,4,12,0.037664
2,4,12,0.028096
3,4,12,0.010656
4,4,12,0.020256
1,4,12,0.037056
2,4,12,0.028
3,4,12,0.01088
4,4,12,0.023616
1,8,12,0.041152
2,8,12,0.028288
3,8,12,0.013952
4,8,12,0.020992
1,8,12,0.04608
2,8,12,0.029184
3,8,12,0.01344
4,8,12,0.022112
1,8,12,0.043584
2,8,12,0.028672
3,8,12,0.01328
4,8,12,0.020256
1,16,12,0.049152
2,16,12,0.029728
3,16,12,0.017408
4,16,12,0.022592
1,16,12,0.04944
2,16,12,0.029856
3,16,12,0.01664
4,16,12,0.02176
1,16,12,0.050624
2,16,12,0.030304
3,16,12,0.016288
4,16,12,0.023264
1,32,12,0.057472
2,32,12,0.032448
3,32,12,0.02128
4,32,12,0.031328
1,32,12,0.058976
2,32,12,0.031264
3,32,12,0.023232
4,32,12,0.025056
1,32,12,0.056256
2,32,12,0.031552
3,32,12,0.023584
4,32,12,0.022592
1,64,12,0.058112
2,64,12,0.041888
3,64,12,0.040416
4,64,12,0.061664
1,64,12,0.061056
2,64,12,0.039488
3,64,12,0.037536
4,64,12,0.04512
1,64,12,0.061344
2,64,12,0.040736
3,64,12,0.038912
4,64,12,0.043296
1,128,12,0.068096
2,128,12,0.047232
3,128,12,0.080448
4,128,12,0.06768
1,128,12,0.069472
2,128,12,0.04848
3,128,12,0.081888
4,128,12,0.068608
1,128,12,0.070592
2,128,12,0.047264
3,128,12,0.081088
4,128,12,0.069344
1,256,12,0.130048
2,256,12,0.097344
3,256,12,0.096672
4,256,12,0.080672
1,256,12,0.13488
2,256,12,0.096768
3,256,12,0.099456
4,256,12,0.08048
1,256,12,0.131424
2,256,12,0.096416
3,256,12,0.098048
4,256,12,0.080864
1,512,12,0.174464
2,512,12,0.13568
3,512,12,0.126496
4,512,12,0.098816
1,512,12,0.183616
2,512,12,0.135968
3,512,12,0.126464
4,512,12,0.097408
1,512,12,0.176512
2,512,12,0.136672
3,512,12,0.126496
4,512,12,0.098656
1,1024,12,0.214944
2,1024,12,0.167424
3,1024,12,0.186048
4,1024,12,0.143968
1,1024,12,0.215936
2,1024,12,0.168768
3,1024,12,0.187744
4,1024,12,0.144
1,1024,12,0.217888
2,1024,12,0.165888
3,1024,12,0.187744
4,1024,12,0.143328
