type,timestamp,power
idle32_vectorAdd_compute,1646946727257052541,29266
idle32_vectorAdd_compute,1646946727660768109,34600
idle32_vectorAdd_compute,1646946736868744093,158435
idle32_vectorAdd_compute,1646946736871051111,158435
