type,timestamp,power
idle64_r3_coalescing_memory,1648606621979359597,113197
idle64_r3_coalescing_memory,1648606622182448940,113249
idle64_r3_coalescing_memory,1648606627133445534,134130
idle64_r3_coalescing_memory,1648606627136388814,134130
