type,timestamp,power
idle128_r3_transpose_memory,1648653432746166295,113424
idle128_r3_transpose_memory,1648653432998246916,113905
idle128_r3_transpose_memory,1648653439589780785,194316
idle128_r3_transpose_memory,1648653439592716508,194316
