type,number_of_arrays,array_size,time
Shfl Hash,128,24,0.166208
Shfl Unroll 2,128,24,0.260416
Shfl Unroll,128,24,0.281984
Shfl Sort Search,128,24,1.00339
Nested Shm,256,24,0.4504
Nested Shfl,256,24,0.394272
Shfl Hash,256,24,0.186048
Shfl Unroll 2,256,24,0.4504
Shfl Unroll,256,24,0.486688
Shfl Sort Search,256,24,1.20435
Nested Shm,256,24,0.45296
Nested Shfl,256,24,0.389664
Shfl Hash,256,24,0.183904
Shfl Unroll 2,256,24,0.447136
Shfl Unroll,256,24,0.479008
Shfl Sort Search,256,24,1.25846
Nested Shm,256,24,0.453376
Nested Shfl,256,24,0.395296
Shfl Hash,256,24,0.186464
Shfl Unroll 2,256,24,0.454912
Shfl Unroll,256,24,0.48192
Shfl Sort Search,256,24,1.25485
Nested Shm,512,24,0.569248
Nested Shfl,512,24,0.488832
Shfl Hash,512,24,0.223104
Shfl Unroll 2,512,24,0.552256
Shfl Unroll,512,24,0.582528
Shfl Sort Search,512,24,1.41014
Nested Shm,512,24,0.565408
Nested Shfl,512,24,0.485632
Shfl Hash,512,24,0.226816
Shfl Unroll 2,512,24,0.5512
Shfl Unroll,512,24,0.58048
Shfl Sort Search,512,24,1.48189
Nested Shm,512,24,0.566976
Nested Shfl,512,24,0.484256
Shfl Hash,512,24,0.222112
Shfl Unroll 2,512,24,0.549376
Shfl Unroll,512,24,0.580032
Shfl Sort Search,512,24,1.44109
Nested Shm,1024,24,0.6664
Nested Shfl,1024,24,0.546624
Shfl Hash,1024,24,0.324864
Shfl Unroll 2,1024,24,0.606752
Shfl Unroll,1024,24,0.631104
Shfl Sort Search,1024,24,1.62458
Nested Shm,1024,24,0.666304
Nested Shfl,1024,24,0.546688
Shfl Hash,1024,24,0.32384
Shfl Unroll 2,1024,24,0.60832
Shfl Unroll,1024,24,0.641312
Shfl Sort Search,1024,24,1.61888
Nested Shm,1024,24,0.664608
Nested Shfl,1024,24,0.5456
Shfl Hash,1024,24,0.320032
Shfl Unroll 2,1024,24,0.606496
Shfl Unroll,1024,24,0.637088
Shfl Sort Search,1024,24,1.60797
