type,timestamp,power
idle64_r5_transpose_memory,1648328431184568444,33397
idle64_r5_transpose_memory,1648328431632014301,42638
idle64_r5_transpose_memory,1648328436742546917,310665
idle64_r5_transpose_memory,1648328436747236550,310665
