type,timestamp,power
idle128_simpleCUFFT_hybrid,1647035133693693135,23985
idle128_simpleCUFFT_hybrid,1647035134504939111,53069
idle128_simpleCUFFT_hybrid,1647035143913849874,129986
idle128_simpleCUFFT_hybrid,1647035143915455784,129986
