type,timestamp,power
idle64_simpleCUFFT_hybrid,1647034996449352783,23642
idle64_simpleCUFFT_hybrid,1647034997256896662,60246
idle64_simpleCUFFT_hybrid,1647035006232495779,143440
idle64_simpleCUFFT_hybrid,1647035006233708338,143440
