type,timestamp,power
t128_b4096_transpose_memory,1650221507071093456,112916
t128_b4096_transpose_memory,1650221507429671520,112938
t128_b4096_transpose_memory,1650221511811984949,221428
t128_b4096_transpose_memory,1650221511817835129,221428
