type,timestamp,power
idle64_wordcount_memory,1647268079099635588,23579
idle64_wordcount_memory,1647268079628478456,39535
idle64_wordcount_memory,1647268083247586848,150481
idle64_wordcount_memory,1647268083248781184,150481
